Gene,X5EGGE,X5EQMM,X5GICA,X5N9D6,X5P9GB,X5N9ES,X5P9GS,X5N9E1
NAPRT,2568,4936,2911,1757,1362,1448,2314,2525
RP11-661A12.8,611,640,710,651,805,945,1225,1689
EEF1D,3613,3858,5775,5649,15217,14786,22427,22317
TIGD5,202,238,491,274,1985,2223,946,1389
PYCRL,2008,1139,451,187,1086,1081,1002,763
TSTA3,3002,2886,2248,2153,4245,4867,2482,1471
RP11-661A12.12,5,4,7,0,7,5,16,16
ZNF623,577,1303,1536,1083,1234,971,3592,3116
ZNF707,244,384,952,553,487,625,975,840
RP11-429J17.2,22,17,63,87,42,76,58,109
CCDC166,0,1,0,1,2,1,1,1
RP11-429J17.4,0,0,0,1,0,0,0,0
MAPK15,2,20,368,5193,183,321,100,180
RP11-429J17.5,0,0,6,55,3,3,0,0
FAM83H,1705,2379,2368,1289,3305,3264,199,81
MIR4664,0,0,0,0,0,0,0,0
FAM83H-AS1,45,51,254,1185,379,446,20,5
RP11-429J17.7,2,4,1,5,11,16,0,1
SCRIB,2591,3510,4750,3363,7129,5286,8563,6441
MIR937,0,0,0,0,0,0,0,0
PUF60,6498,6418,6596,3542,6117,4243,7714,4500
RP11-299M14.2,14,32,5,0,7,2,3,4
NRBP2,11164,22294,11951,3749,6308,6161,8581,12386
MIR6845,1,0,0,0,0,0,0,1
EPPK1,15,99,238,368,189,99,13,5
PLEC,10138,10417,40795,27081,14536,9902,36181,36967
MIR661,0,0,0,0,0,0,1,0
PARP10,2463,6935,5242,6059,3631,2951,9944,11501
GRINA,17480,22633,17532,21736,7335,5446,15702,16221
SPATC1,20,36,89,250,4,7,10,4
SMPD5,17,26,45,124,12,5,13,83
OPLAH,3592,5176,2203,1222,1338,1762,2368,1285
MIR6846,0,0,0,0,0,0,0,0
CTD-3065J16.9,36,45,69,35,21,53,23,57
EXOSC4,520,606,620,526,567,611,411,439
GPAA1,2568,4643,6257,2792,7411,6093,8822,7323
CYC1,6017,6357,4028,2664,6704,6806,5567,4632
SHARPIN,1291,2759,3423,2074,3164,3250,4064,4247
MAF1,1529,3520,6786,4681,9610,7288,10157,10848
WDR97,219,491,168,190,219,340,117,379
HGH1,1235,1968,976,393,1296,1476,1956,1550
TSSK5P,3,5,6,3,12,9,15,16
MROH1,1771,2012,5516,3845,7245,6079,3605,3138
BOP1,1976,1174,1244,1862,3880,5309,2418,1568
MIR7112,0,0,0,0,0,0,0,0
SCX,68,88,86,61,127,161,91,297
HSF1,1620,3915,5044,5945,11386,7470,8221,9298
DGAT1,2667,4816,3144,2200,2517,2461,3052,2391
MIR6848,0,0,1,0,0,0,1,0
SCRT1,5,4,10,0,16,70,14,20
TMEM249,27,41,15,6,23,16,27,40
SLC52A2,773,637,2232,1164,3221,3719,2231,1600
FBXL6,1255,1229,1231,703,1760,1390,991,1011
ADCK5,499,1255,791,546,779,834,1270,1724
CPSF1,5005,5980,9043,7646,6626,12968,10480,12438
MIR939,2,0,0,1,0,0,0,0
MIR1234,0,0,0,0,0,0,0,0
MIR6849,0,0,0,0,0,0,0,0
GS1-393G12.14,1,0,4,3,3,4,4,2
SLC39A4,319,194,1192,254,796,735,1139,1364
VPS28,3514,5977,7483,4990,6661,6563,12519,15328
TONSL,302,395,305,184,426,280,930,660
MIR6893,0,0,0,0,0,0,0,0
TONSL-AS1,14,12,6,1,12,13,15,4
CYHR1,743,2368,2129,1202,2728,2562,3377,4496
KIFC2,406,1574,1580,1875,1976,2356,2006,2739
FOXH1,8,9,5,4,9,12,5,8
PPP1R16A,4296,7285,2091,3133,3871,4353,3343,4757
CTD-2517M22.14,86,140,71,99,107,125,149,142
GPT,6673,11383,132,36,767,877,210,605
MFSD3,1608,2674,864,351,849,1539,680,559
RECQL4,315,247,259,161,491,394,976,852
CTD-2517M22.17,0,0,0,0,0,0,0,0
LRRC14,1155,1224,1874,1187,1801,1660,3115,2822
C8orf82,1708,4884,1325,517,1435,1649,2887,3674
ARHGAP39,223,165,246,1517,1238,700,1759,802
CTD-2517M22.9,0,0,0,0,0,1,0,0
AF186192.1,4,3,20,3,39,23,63,76
AF186192.5,0,3,15,8,44,53,100,132
AF186192.6,0,3,12,4,18,72,1,6
ZNF251,734,1263,1429,628,1845,1076,4161,4446
ZNF34,174,449,460,425,411,263,1187,1770
RN7SL395P,1,2,1,1,2,2,3,7
RPL8,27124,20744,41127,35074,97311,97984,177508,192510
MIR6850,0,0,0,0,0,0,0,1
ZNF517,266,548,894,425,784,740,2057,2446
ZNF7,526,837,1332,765,1394,1107,2167,2087
COMMD5,628,942,1518,618,1111,780,1277,1409
ZNF250,134,388,592,671,458,327,1843,2089
ZNF16,147,270,428,184,944,623,1513,1672
ZNF252P,525,1190,807,556,1180,1150,2111,1504
RP5-1047A19.4,0,1,0,0,0,0,0,0
ZNF252P-AS1,30,18,30,20,65,60,159,241
AC139103.1,0,2,3,4,4,0,31,27
C8orf33,1556,1981,2585,1749,3653,2383,10779,6166
DDX11L5,0,0,0,0,0,0,0,0
WASHC1,228,654,1053,464,462,906,1118,504
XXyac-YRM2039.3,2,2,0,2,3,4,8,2
FAM138C,1,0,0,0,0,1,0,0
PGM5P3-AS1,0,0,23,6,4,8,1,3
RP11-143M1.3,0,0,0,0,0,0,0,0
LINC01388,0,0,0,0,0,0,0,0
FOXD4,4,10,35,12,26,40,27,10
CBWD1,580,457,831,383,1479,824,1292,780
C9orf66,6,50,25,12,95,57,12,33
DOCK8,163,779,4533,3263,1357,1163,768,575
RP11-59O6.3,0,0,0,0,0,0,0,0
RP11-165F24.3,2,18,39,166,24,14,23,11
KANK1,4174,14692,3460,1381,4980,3189,5344,4052
RPL12P25,0,1,11,0,9,23,15,5
RP11-165F24.5,0,0,2,0,5,5,1,1
RP11-31F19.1,0,0,0,0,0,0,0,0
RNU6-1327P,0,0,0,0,0,0,0,0
EIF1P1,0,0,0,0,0,0,0,0
RP11-130C19.3,0,0,0,2,0,0,0,0
DMRT1,0,0,0,0,0,3,0,0
DMRT3,0,0,1,2,0,0,4,0
RNU6-1073P,0,0,0,0,0,0,0,0
RP11-147I11.1,0,0,0,0,0,0,0,0
LINC01230,0,0,6,8,0,6,0,0
DMRT2,0,0,109,131,4,2,0,0
RP11-341G2.3,0,0,0,0,0,0,0,0
RPS27AP14,0,0,0,0,0,0,0,0
RP11-459D20.1,0,0,0,0,0,0,0,0
RNA5SP279,0,0,0,0,0,0,0,0
RP11-443B9.1,0,0,0,0,0,0,0,0
SMARCA2,2392,7731,8309,7970,6697,3429,29152,27770
RNU2-25P,0,0,0,1,0,0,2,0
RN7SL592P,0,0,0,0,0,0,4,4
VLDLR-AS1,0,11,21,37,50,111,2112,3415
RP11-91N2.3,0,0,0,0,0,0,2,2
VLDLR,32,163,1027,1371,3322,3047,18663,25581
KCNV2,11,4,2,18,7,3,45,33
PUM3,871,1126,1243,1604,1341,1394,3696,2342
GPS2P1,0,2,3,6,41,34,36,0
ATP5HP2,2,0,0,0,0,4,4,3
CARM1P1,0,0,0,0,0,0,0,8
LINC01231,0,0,0,0,0,1,0,0
RFX3,129,266,782,3518,678,373,2190,1411
RP11-62E14.2,0,0,0,0,0,0,0,0
RFX3-AS1,19,10,34,31,80,18,154,138
RP11-509J21.2,0,0,0,2,0,1,0,3
RP11-509J21.4,2,4,3,6,16,0,7,21
GLIS3,253,756,567,1550,2334,1243,4372,2887
RP11-252M18.3,0,0,0,0,0,0,0,0
GLIS3-AS1,2,8,11,4,4,2,20,6
RP11-70J12.1,0,5,0,0,2,8,2,0
RP11-358M14.2,2,0,2,2,19,4,2,17
RNU6-694P,0,0,0,0,0,0,0,1
SLC1A1,3802,2244,3428,781,583,156,189,97
SPATA6L,495,624,105,407,439,329,121,113
RP11-6J24.3,9,15,2,8,2,0,0,0
PLPP6,826,1311,548,256,2681,1719,655,372
CDC37L1-AS1,26,69,48,17,35,57,68,118
CDC37L1,2242,3961,1499,1213,2197,1316,1996,1878
AK3,3207,8951,3870,4422,4894,2627,9428,11199
ECM1P1,0,0,0,0,0,0,2,0
RP11-307I14.2,0,3,1,1,0,0,4,5
RCL1,2618,5048,1593,1089,5117,5077,2674,1711
KLF4P1,0,0,2,2,0,0,0,0
MIR101-2,0,0,0,0,0,0,0,0
HNRNPA1P41,1,0,0,4,0,2,10,5
JAK2,293,622,3221,3083,815,507,4429,2434
CSNK1G2P1,0,0,1,6,1,0,8,6
PDSS1P1,0,2,2,16,0,0,31,7
MTND6P5,2,0,0,0,0,0,4,2
MTND1P11,0,0,0,4,0,0,9,2
MTCO1P11,0,8,0,8,2,0,11,5
MTCO2P11,0,2,1,4,0,0,5,3
MTATP6P11,0,0,2,6,0,0,3,0
MTCO3P11,0,0,3,2,0,0,6,5
MTND4P14,1,0,0,2,0,0,8,4
MTND5P14,0,2,0,10,0,0,10,0
TCF3P1,2,2,0,12,1,0,12,3
IGHEP2,6,5,11,9,0,0,16,12
INSL6,1,3,3,2,0,0,7,0
RP11-140C18.2,0,0,0,0,0,0,0,0
INSL4,0,0,0,1,0,0,0,0
RLN2,2,0,16,6,5,0,4,8
HMGN2P31,0,0,0,0,1,0,1,0
RLN1,0,2,10,6,2,4,1,4
RP11-12D24.10,0,4,7,0,0,0,1,0
RP11-12D24.6,0,0,4,0,0,0,1,1
PLGRKT,221,487,644,454,596,236,807,604
RNF152P1,1,0,2,0,0,0,2,2
CD274,154,139,1609,2764,333,133,134,258
PDCD1LG2,57,10,195,691,55,9,110,156
RP11-574F11.3,0,0,1,0,2,0,6,4
RIC1,784,1899,2562,2537,2945,1764,4483,3434
RP11-207C16.4,2,5,12,8,5,4,24,73
ERMP1,221,1215,1710,1794,1506,946,6460,2505
AK4P4,0,0,6,9,2,0,3,0
KIAA2026,698,1531,1815,2027,1549,1101,6819,5324
MLANA,8,27,10,39,16,23,36,12
MIR4665,0,0,0,0,0,0,0,0
RANBP6,756,1881,1278,1001,1023,846,1607,1189
RP11-218I7.2,0,0,0,0,0,0,0,0
GTF3AP1,0,0,0,0,0,0,0,1
IL33,742,127,1262,2320,317,96,1584,168
RP11-279E1.1,0,0,0,0,0,0,0,0
RP11-307L3.2,3,1,8,3,3,11,2,8
TPD52L3,0,2,2,5,4,2,0,0
UHRF2,716,2212,2979,3129,2308,2481,6979,5961
RP11-307L3.4,0,0,0,0,0,0,0,0
GLDC,5691,15722,58,15,8,3,18,9
RN7SL25P,1,7,0,0,0,0,0,0
RP11-472F14.4,17,39,0,0,0,0,0,0
RPL23AP57,0,0,0,0,0,3,3,6
RP11-390F4.6,19,73,0,0,2,0,0,0
RN7SL123P,1,5,0,0,0,0,0,0
RPS3AP54,7,31,0,0,0,1,0,0
RNF2P1,28,90,0,3,0,0,2,4
RP11-390F4.2,9,21,2,0,0,0,0,1
RP11-390F4.10,1,0,0,0,2,1,3,0
RP11-390F4.3,847,478,4,0,79,219,9,12
PRELID3BP11,7,9,0,0,0,1,0,0
SNRPEP2,2,4,5,3,1,5,20,19
KDM4C,629,1528,1984,2050,2423,2321,2847,2331
ACTG1P14,17,26,4,14,9,10,12,18
RP11-403H13.1,0,1,0,2,0,1,1,0
RPL4P5,43,18,32,29,62,88,150,219
PPIAP33,0,0,0,0,0,0,0,2
RP11-77E14.2,9,5,2,2,3,5,8,0
TMEM261,575,1609,1598,698,1376,1182,3498,3123
RP11-29B9.1,0,0,0,0,0,0,0,0
RP11-29B9.2,0,0,0,0,0,0,0,0
PTPRD,398,1072,1288,652,444,268,8085,4866
RP11-134K1.3,0,0,0,0,0,0,2,0
RP11-134K1.2,0,0,0,2,3,4,2,11
RNU7-185P,0,0,0,0,0,0,0,0
PTPRD-AS1,16,14,40,12,4,13,1155,1897
RP11-75C9.2,0,0,0,0,0,0,0,0
RPS26P3,2,1,2,1,0,6,12,17
RN7SL5P,0,0,2,0,1,2,0,0
RP11-527D15.1,0,0,0,0,0,0,0,0
RP11-87N24.1,0,0,0,0,0,0,0,0
PTPRD-AS2,0,0,1,0,0,0,0,0
RP11-87N24.3,1,0,0,0,0,0,0,0
RP11-421B23.2,0,0,0,0,0,0,0,0
IMP3P1,0,0,0,0,0,0,0,0
RP11-109M17.2,0,0,0,0,1,1,0,0
AKAP8P1,0,0,0,2,0,0,0,0
RP11-23D5.1,0,0,0,0,0,0,0,0
RP11-32D4.1,0,0,0,0,0,0,0,0
RP11-74C3.1,0,0,0,0,0,0,0,0
JKAMPP1,0,0,0,0,0,0,0,0
RNU2-47P,0,0,0,0,0,0,0,0
TYRP1,2,0,156,58,2,2,2,2
LURAP1L-AS1,0,2,1,2,0,0,0,0
RN7SL849P,0,0,0,0,0,0,0,0
LURAP1L,463,2970,1795,1003,767,662,327,465
PRDX1P1,2,2,17,5,2,6,5,3
RP11-382H24.2,0,0,0,0,0,0,0,0
MPDZ,1624,7578,2294,3148,873,380,10702,7393
RP11-272P10.2,0,1,4,5,2,3,22,9
RP11-272P10.3,0,0,0,0,0,0,0,0
LINC01235,2,0,6,8,16,11,51,18
RP11-536O18.1,0,0,0,2,4,0,8,0
LINC00583,0,0,0,0,0,0,0,0
PES1P2,2,0,0,0,0,6,0,2
RP11-284P20.3,0,0,0,0,0,1,0,0
RPL3P11,0,0,0,0,0,0,0,1
ATP5HP3,0,0,0,0,0,0,0,0
NFIB,2104,6991,3321,5512,5188,3710,6783,5299
RP11-280O24.3,0,6,0,2,5,6,2,1
RP11-120J1.1,0,2,29,8,4,5,11,52
RP11-408A13.2,0,0,0,0,0,0,0,0
RP11-408A13.3,1,2,6,8,12,12,6,2
RP11-408A13.4,14,38,178,123,55,84,96,128
CDCA4P1,4,4,15,11,8,2,26,8
ZDHHC21,433,940,1724,1604,1321,1073,3385,3145
CER1,0,2,0,0,0,1,0,0
FREM1,28,119,362,228,1204,805,187,203
RP11-265B7.1,0,0,2,1,7,4,0,0
RNU6-1260P,0,0,0,0,0,0,0,0
LDHAP4,17,17,28,110,99,76,148,31
CLCN3P1,0,2,7,2,6,3,14,5
RP11-54D18.2,2,0,18,1,6,20,44,81
RP11-54D18.4,3,1,0,2,1,0,12,3
RNU6-559P,0,0,0,0,0,0,0,0
TTC39B,1045,1903,1656,2324,933,496,3034,2156
RPL7P33,1,0,0,0,0,0,5,0
SNAPC3,687,1119,1517,1902,1229,1168,5911,4969
RNU6-319P,0,0,0,0,0,0,0,1
PSIP1,608,1421,3639,3452,2091,1116,16138,13017
RP11-518K17.4,0,0,0,0,0,0,0,0
RN7SL98P,0,0,0,0,0,0,0,1
FTH1P12,3,5,13,21,9,11,8,13
RNU6-246P,0,0,0,0,0,0,0,0
CCDC171,10,81,109,163,293,117,997,1056
HMGN2P16,0,0,0,0,0,0,0,0
RNU6-14P,0,0,0,0,0,0,0,0
C9orf92,0,0,0,0,0,0,11,1
BNC2,12,76,490,861,238,86,27112,12457
RP11-183I6.2,0,0,0,0,1,0,9,3
RP11-62F24.1,0,0,0,0,0,0,0,0
RP11-62F24.2,0,0,14,5,6,0,99,135
LSM1P1,0,0,0,0,0,0,1,0
RP11-132E11.2,0,0,0,0,1,0,0,0
RN7SL720P,0,0,0,0,0,0,0,0
RPS29P33,0,0,0,0,0,0,0,0
RP11-132E11.4,0,0,0,0,0,0,0,0
CNTLN,812,1965,682,470,434,183,3629,2781
SAMM50P1,0,15,0,0,2,0,4,11
SH3GL2,4,7,164,69,43,64,27,77
PABPC1P11,0,0,0,0,0,0,0,0
ADAMTSL1,40,248,134,268,80,65,559,705
RP11-570H19.2,0,0,0,0,0,0,0,0
MIR3152,0,0,0,0,0,0,0,0
RN7SKP258,0,0,0,0,0,0,1,0
RAP1BP1,0,0,0,3,0,0,4,0
SAXO1,1,3,2,3,11,6,13,4
RP11-296P7.4,3,0,2,0,2,0,3,0
RRAGA,1456,2883,4804,3176,3971,2413,6023,4638
HAUS6,628,867,886,861,931,596,2828,1993
SCARNA8,2,2,0,3,9,3,4,4
RNU6-264P,0,0,0,0,0,0,0,0
PLIN2,2613,42839,8114,23187,4405,1332,4060,2873
RP11-146N23.1,20,9,27,21,60,94,185,204
DENND4C,621,1653,2902,3499,2646,1010,6044,5085
RP11-146N23.4,0,3,1,4,0,0,0,0
RP11-513M16.7,12,50,41,110,29,19,129,204
RP11-513M16.8,17,24,81,53,45,41,128,170
RPS6,32011,24957,46195,48148,123448,112918,271568,276364
NDUFA5P3,0,0,0,0,1,0,0,0
ACER2,76,38,55,124,543,208,109,118
RP11-363E7.4,150,238,128,206,986,786,130,248
MAP1LC3BP1,0,0,0,0,0,1,0,0
SLC24A2,1,0,8,1,35,6,7,13
C11orf98P1,0,0,0,0,0,0,0,0
RP11-471J7.1,0,0,0,0,0,0,0,0
RP11-378I6.1,0,0,0,0,0,2,2,1
RP11-378I6.2,0,0,0,0,0,0,2,0
RP11-378I6.3,0,0,0,0,0,0,0,0
RP11-15P13.1,0,0,0,1,0,0,0,0
MLLT3,20,97,958,789,374,265,1745,1627
MIR4473,0,0,0,0,0,0,0,0
RNU4-26P,0,0,0,0,0,0,0,0
MIR4474,0,0,0,0,0,0,0,0
RP11-73E6.2,0,0,2,0,0,0,0,2
FOCAD,404,761,1671,2098,2760,1566,2666,2398
FOCAD-AS1,1,1,4,0,0,0,1,1
MIR491,0,0,0,0,0,0,0,0
SNORA30,0,0,0,0,0,0,0,0
HACD4,34,123,1771,1446,120,41,1307,1577
IFNNP1,0,0,0,0,0,0,0,0
IFNB1,0,0,0,0,0,0,2,0
IFNWP4,0,0,0,0,0,0,0,0
RP11-113D19.9,0,0,0,0,0,0,0,0
IFNW1,0,0,0,0,0,0,0,2
IFNA21,0,0,0,0,0,0,0,0
IFNWP15,0,0,0,0,0,0,0,0
IFNA4,0,0,0,0,0,0,0,0
IFNWP9,0,0,0,0,0,0,0,0
IFNA7,0,0,0,0,0,0,0,0
IFNA10,0,0,0,0,0,0,2,0
IFNWP18,0,0,0,0,0,0,0,0
IFNA16,0,0,0,0,0,0,0,0
IFNA17,0,0,0,0,0,0,0,0
IFNWP5,0,0,0,0,0,0,0,0
IFNA14,0,0,0,0,0,0,0,0
IFNA22P,0,0,0,0,1,0,3,0
IFNA5,0,0,4,0,2,4,0,0
IFNA20P,2,1,8,3,6,4,16,1
KLHL9,697,1948,1980,1332,1473,1051,5642,3090
IFNA6,0,0,0,0,0,0,20,0
IFNA13,0,0,1,0,0,0,15,0
IFNA2,0,0,0,0,0,0,9,0
RP11-354P17.15,0,0,1,2,0,0,18,2
IFNA11P,0,0,0,0,0,0,15,0
IFNA12P,0,0,0,0,0,0,0,0
IFNA8,0,0,0,0,0,0,0,0
IFNWP2,0,0,6,0,0,0,3,0
IFNA1,0,0,2,1,0,0,0,0
IFNWP19,0,0,1,0,0,0,0,0
MIR31HG,0,0,0,3,0,0,1,0
IFNE,0,0,1,2,2,4,8,3
MIR31,0,0,0,0,0,0,0,0
RP11-344A7.1,0,0,0,0,0,0,0,0
KHSRPP1,2,0,0,0,2,0,3,1
RN7SL151P,0,0,0,0,0,0,0,0
MTAP,919,2252,1256,1395,1692,1110,4507,3720
TUBB8P1,12,2,3,6,13,6,14,3
RP11-70L8.4,30,81,22,182,39,27,365,205
RP11-70L8.5,2,1,2,2,1,4,12,2
ERVFRD-3,9,6,4,10,18,21,47,20
CDKN2A-AS1,0,0,0,0,2,0,0,0
CDKN2A,5,15,72,283,48,12,46,48
CDKN2B-AS1,0,1,4,67,15,2,19,26
RP11-149I2.4,0,0,0,10,0,0,1,1
CDKN2B,18,98,1841,731,140,119,157,271
UBA52P6,2,0,2,1,4,2,7,3
CDKN2B-AS,1,0,1,1,0,0,0,0
RP11-408N14.1,0,0,0,1,0,0,0,0
DMRTA1,646,1140,108,127,422,186,16,39
LINC01239,48,158,61,37,89,18,9,5
RP11-370B11.4,12,51,0,0,0,0,0,0
CLIC4P1,0,1,0,1,0,0,3,0
RP11-370B11.3,7,13,3,2,12,2,0,0
RP11-495L19.1,2,0,2,0,1,0,4,3
SUMO2P2,0,0,0,0,0,0,0,0
RP11-315I14.2,0,0,0,0,0,0,0,0
NOP56P2,0,0,0,0,0,0,4,0
ELAVL2,0,0,2,4,10,4,260,109
RP11-321L2.1,0,0,0,0,0,0,3,0
RP11-321L2.2,0,0,0,0,0,0,0,0
RP11-321L2.3,0,0,0,0,0,0,0,0
IZUMO3,0,0,0,0,0,0,0,0
RP11-20A20.2,0,0,0,0,0,0,0,0
RMRPP5,0,0,0,0,0,0,0,0
RN7SKP120,0,0,0,0,0,0,0,0
TUSC1,486,749,1231,577,1348,568,1882,1684
LINC01241,0,0,0,0,0,0,0,0
FAM71BP1,0,0,0,0,0,0,0,0
RP11-80I3.1,2,0,0,0,0,6,0,0
RP11-5P15.1,0,0,0,0,0,0,0,2
RP11-18A15.1,0,0,0,0,0,0,0,0
RP11-337A23.6,0,0,0,0,0,0,0,0
CAAP1,905,1782,611,462,859,757,1186,760
RP11-337A23.5,0,0,0,1,2,0,2,1
RN7SL100P,0,0,0,0,0,0,0,0
PLAA,868,1102,1588,1112,2079,941,2186,1578
IFT74-AS1,0,0,0,2,5,0,4,2
IFT74,382,536,491,433,522,497,2096,1799
LRRC19,12,175,12,22,2,6,44,22
RP11-56F10.3,5,5,8,4,2,1,8,6
TEK,355,110,7888,6654,393,206,1566,419
RNA5SP280,0,0,0,0,0,0,0,0
RP11-179D22.1,0,0,0,0,0,0,0,4
LINC00032,1,2,19,13,8,4,85,78
EQTN,4,0,8,27,10,8,28,27
MOB3B,101,268,1413,1698,1872,603,16410,7092
RP11-298E2.2,0,2,0,0,0,0,8,0
IFNK,0,0,0,8,0,0,18,4
C9orf72,404,1501,2548,7909,1518,1251,5734,4575
CTAGE12P,1,0,10,0,0,0,0,1
RP11-575I8.1,0,0,4,0,1,0,0,0
RP11-438B23.2,0,0,4,0,2,2,18,2
LINGO2,0,0,9,9,3,16,61,17
RP11-20P5.2,0,0,0,0,1,0,0,0
KCTD10P1,0,0,0,0,0,0,0,0
MIR876,0,0,0,0,0,0,0,0
MIR873,0,0,0,0,0,0,0,0
RP11-373A6.1,0,0,0,0,0,0,0,0
RP11-275A14.1,0,0,0,0,0,0,0,0
RP11-48L13.1,0,0,0,0,0,0,0,0
ME2P1,0,0,0,0,0,0,0,0
LINC01242,0,0,0,0,0,0,0,0
SLC4A1APP1,2,1,0,0,3,0,11,4
C2orf27AP2,0,0,0,0,0,0,0,0
RBMXP2,152,2,7,2,9,33,25,37
KRT18P66,0,0,0,0,0,0,0,0
KRT18P36,2,0,0,0,0,0,0,0
RPS26P2,0,0,0,0,0,2,0,4
FTLP4,0,0,0,0,0,0,0,0
HSPA8P17,0,0,0,0,0,0,0,0
RP11-572H4.1,0,0,0,0,0,0,0,0
SLC25A6P2,0,0,0,3,0,0,3,2
LINC01243,0,0,0,0,0,0,0,0
MTATP6P30,0,0,0,0,0,0,0,0
MTCO3P30,0,0,0,0,0,0,0,0
HMGB3P23,0,0,0,0,0,0,0,0
RNA5SP281,0,0,0,0,0,0,0,0
SLC25A5P8,0,0,0,0,1,0,0,1
ACO1,4837,12589,2761,3509,11128,6667,6044,3809
DDX58,363,1634,1237,1275,863,709,2290,1248
TOPORS,677,1564,1226,1058,968,645,3709,3274
TOPORS-AS1,31,60,141,102,147,141,190,169
NDUFB6,1229,1445,1384,843,1324,807,1489,1593
DFFBP1,2,5,5,7,8,8,8,12
GVQW1,30,40,76,39,25,28,165,76
TAF1L,1,0,1,0,2,6,7,4
RP11-555J4.3,0,2,0,0,0,1,0,0
RP11-555J4.4,0,0,0,0,0,0,1,0
SNRPCP1,0,0,0,0,0,0,0,0
RP11-462B18.1,0,0,0,0,0,0,0,0
TMEM215,0,1,3,0,0,1,159,28
RP11-462B18.3,1,1,0,2,3,0,3,0
RP11-462B18.2,2,4,2,0,4,4,1,0
BOLA3P4,0,0,0,0,0,0,0,0
ASS1P12,4,6,22,11,44,18,26,9
APTX,838,1970,1252,907,1325,1344,2355,1595
TCEA1P4,13,75,20,59,33,16,53,40
LAGE3P1,0,10,0,2,6,1,15,54
DNAJA1,2913,8056,6236,8026,6071,5515,12928,11164
SMU1,1202,1987,3998,2504,2861,2062,6633,5102
B4GALT1,8500,12029,6561,9174,9310,7175,18021,15659
RNU4ATAC15P,0,0,0,0,0,0,0,0
B4GALT1-AS1,58,59,57,21,50,32,21,65
SPINK4,0,1,6,0,0,2,1,0
BAG1,2241,2206,5466,3614,6702,6761,2849,2783
CHMP5,1017,2110,4231,2831,1947,1423,5387,4617
NFX1,2753,3873,3983,2053,3516,2908,5559,4734
AQP7,489,2813,263,230,194,208,310,255
RP11-311H10.4,1,0,0,0,0,2,0,2
AQP3,6170,5143,6311,1990,5357,1715,1928,1065
RP11-311H10.7,0,0,0,1,0,0,1,0
NOL6,2548,1952,2972,2594,3803,3634,6002,2974
MIR6851,0,0,0,1,0,0,0,0
SUGT1P1,2,6,37,16,4,5,68,36
RP11-255A11.2,0,0,0,0,0,0,0,0
ANKRD18B,2,0,1,20,1,3,24,1
RP11-255A11.4,0,0,0,0,0,0,0,0
SNX18P7,0,0,0,5,0,0,4,0
CYP4F26P,2,3,0,30,2,1,4,1
PRSS3P4,0,0,0,0,26,47,0,0
TRBV20OR9-2,1,0,0,0,0,2,0,0
ANXA2P2,22,25,109,104,88,55,53,65
TRBV21OR9-2,0,0,0,0,0,0,0,0
TRBV22OR9-2,0,0,0,0,0,0,0,0
TRBV23OR9-2,0,0,0,0,1,0,0,0
TRBV24OR9-2,1,0,0,0,0,0,0,0
TRBV25OR9-2,0,0,0,0,0,0,0,0
PTENP1,3,6,11,22,27,19,19,21
PTENP1-AS,0,0,1,7,7,0,0,0
TRBV26OR9-2,0,0,0,0,1,0,0,0
RP11-384P7.7,1,2,36,20,53,8,6,0
RP11-384P7.5,0,0,0,0,14,0,2,0
LINC01251,0,2,0,2,56,120,4,7
PRSS3,218,213,22,7,65264,217983,4,15
UBE2R2-AS1,0,3,5,9,57,19,12,20
TRBV29OR9-2,0,0,0,0,22,2,0,0
UBE2R2,2391,4386,4841,7450,11861,5641,11168,9691
RNU4ATAC11P,0,0,0,0,0,0,1,0
UBAP2,601,1564,3047,1386,2448,1905,4703,4553
SNORD121B,0,0,0,0,0,0,0,0
SNORD121A,0,0,0,0,0,0,1,0
OSTCP8,0,2,0,1,0,1,0,2
RN7SKP114,0,0,0,0,0,0,0,0
RP11-537H15.3,6,5,8,14,19,13,31,20
DCAF12,1008,1934,2012,2073,2707,1370,5541,2861
TUBB4BP2,0,0,0,0,0,1,2,0
RP11-537H15.4,0,0,0,0,0,0,0,2
UBAP1,1772,4281,4359,5590,3566,2487,6843,5952
RP11-571F15.2,0,0,0,5,0,0,0,4
AL353662.1,0,0,0,0,1,0,0,0
RNA5SP282,0,0,0,0,0,0,0,0
RP11-571F15.3,7,0,4,10,9,6,28,13
KIF24,3,42,58,313,264,159,318,179
RNU2-50P,0,0,0,0,0,0,0,0
SERPINH1P1,0,0,0,7,1,0,7,0
NUDT2,496,1035,672,403,1333,673,1793,2217
KIAA1161,2278,8792,670,257,6516,3319,258,171
C9orf24,4,12,14,1399,22,43,23,69
FAM219A,720,1592,3624,2641,1599,1679,3590,3635
DNAI1,0,8,16,2667,25,50,32,40
RN7SKP24,0,0,0,10,0,0,1,0
ENHO,50,710,235,36,34,20,18,37
RP11-296L22.8,0,0,0,3,0,0,0,0
RP11-296L22.7,0,0,0,0,0,0,0,0
CNTFR,304,840,243,110,198,97,91,636
CNTFR-AS1,1,11,2,0,2,1,8,7
RPP25L,467,1930,664,199,935,833,1129,971
DCTN3,1084,1745,2878,1192,2895,2120,4987,4950
ARID3C,26,469,2,2,6,12,3,21
SIGMAR1,6194,12504,2223,1720,4908,3345,5998,5726
GALT,1669,7353,2151,1221,1341,978,3799,4553
